,Food Name,GI,Serving Size,Carb Serving,GL
2369,"Bread, made from Hi-Maize® wholegrain corn flour (Ingredion, Bridgewater, NJ, USA), white wheat flour and 6% added medium molecular weight guar gum (MEYPRODOR®50, Danisco A/S, Denmark), prepared in an automatic bread machine, frozen and thawed #",42,NaN,15,6
2370,"Bread, made from Hi-Maize® wholegrain corn flour (Ingredion, Bridgewater, NJ, USA), white wheat flour and 9% added medium molecular weight guar gum (MEYPRODOR®50, Danisco A/S, Denmark), prepared in an automatic bread machine, frozen and thawed #",48,NaN,15,7
2371,"White bread with 3 g Sunfibre (Indian cluster guar beans), viscosity 1 (Taiyo Kagaku Co., Ltd, Yokaichi Mie, Japan) #",63,NaN,15,9
2372,"White bread with 5 g Sunfibre (Indian cluster guar beans, viscosity 1 (Taiyo Kagaku Co., Ltd, Yokaichi Mie, Japan) #",64,NaN,15,10
2373,"White bread with 10 g Sunfibre (Indian cluster guar beans, viscosity 1 (Taiyo Kagaku Co., Ltd, Yokaichi Mie, Japan) #",68,NaN,15,10
2374,"White bread with 15 g Sunfibre (Indian cluster guar beans, viscosity 1 (Taiyo Kagaku Co., Ltd, Yokaichi Mie, Japan) #",56,NaN,15,8
2375,"White bread with 5 g Sunfibre (Indian cluster guar beans, viscosity 2 (Taiyo Kagaku Co., Ltd, Yokaichi Mie, Japan) #",55,NaN,15,8
2376,"White bread with 3 g Sunfibre, viscosity 1 (Taiyo Kagaku Co., Ltd, Yokaichi Mie, Japan) #",53,NaN,15,8
2377,"White bread with 5 g Sunfibre (Indian cluster guar beans, viscosity 1 (Taiyo Kagaku Co., Ltd, Yokaichi Mie, Japan) #",50,NaN,15,8
2378,"White bread with 10 g Sunfibre (Indian cluster guar beans, viscosity 1 (Taiyo Kagaku Co., Ltd, Yokaichi Mie, Japan) #",48,NaN,15,7
2379,"White bread with 15 g Sunfibre (Indian cluster guar beans, viscosity 1 (Taiyo Kagaku Co., Ltd, Yokaichi Mie, Japan) #",37,NaN,15,6
2380,"White bread with 5 g Sunfibre (Indian cluster guar beans, viscosity 2 (Taiyo Kagaku Co., Ltd, Japan) #",39,NaN,15,6
2381,Wholemeal bread #,75,NaN,15,11
2382,Wholemeal bread #,65,NaN,15,10
2383,Wholemeal bread #,66,NaN,15,10
2384,Wholemeal bread #,67,NaN,15,10
2385,Wholemeal bread #,68,NaN,15,10
2386,Wholemeal bread #,70,NaN,15,11
2387,Wholemeal bread #,70,NaN,15,11
2388,"Wholemeal bread, Helga's™ Traditional (Quality Bakers, Australia) #",70,NaN,15,11
2389,Wholemeal flour bread #,72,NaN,15,11
2390,Wholemeal bread #,72,NaN,15,11
2391,Wholemeal flour/100% whole wheat bread #,73,NaN,15,11
2392,Wholemeal bread #,75,NaN,15,11
2393,"Wholemeal bread (Barilla G.eR. Fratelli S.p.A., Parma, Italy) #",75,NaN,15,11
2394,"Wholemeal bread, tested in young adults (17-18 y) #",75,NaN,15,11
2395,"Wholemeal bread, commercially-manufactured #",77,NaN,15,12
2396,"Wholemeal bread (Tip Top Bakeries, Australia) #",77,NaN,15,12
2397,"Wholemeal bread (Tip Top Bakeries, Australia) #",78,NaN,15,12
2398,"Wholemeal loaf, high fiber #",85,NaN,15,13
2399,Wholemeal bread #,88,NaN,15,13
2400,"White and wholemeal bread (ratio 1:1), fermented by sourdough lactobacilli (? pH 1.5) and fiber-enriched with oat fiber #",54,NaN,15,8
2401,"Wholemeal stoneground bread (Dempster’s, Corporate Foods Ltd, Etobicoke, Canada) #",62,NaN,15,9
2402,Whole wheat bread #,96,NaN,15,14
2403,"Wheaten wholegrain bread, Brennans Wholegrain Sliced Loaf (Brennans Bakeries Ltd, Ireland) #",75,NaN,15,11
2404,"100% Whole Grain™ bread (Natural Ovens, USA) #",51,NaN,15,8
2405,"Aproten® bread roll, protein-free, enriched with 4.56 g soluble fiber (50% psyllium and 50% inulin) #",83,NaN,15,12
2406,"Biobread, made from whole wheat flour, wheat bran, rye flour, soy powder and linseed powder #",50,NaN,15,8
2407,"Bread, made from Hi-Maize® whole grain corn flour (Ingredion, Bridgewater, NJ, USA) and white wheat flour, prepared in an automatic bread machine, frozen and thawed #",76,NaN,15,11
2408,"Bread, made from purple-grain wheat flour (Jizi439 wheat variety), steamed for 20 min #",75,NaN,15,11
2409,"Bread, made from purple-grain wheat flour (Chu20 wheat variety), steamed for 20 min #",84,NaN,15,13
2410,"Bread stuffing, Paxo (Campbell Soup Co Ltd., Toronto, Canada) #",75,NaN,15,11
2411,"Bread, white wheat, with chromium-enriched yeast #",24,NaN,15,4
2412,"Bread, whole wheat, with chromium-enriched yeast #",44,NaN,15,7
2413,Brioche #,70,NaN,15,11
2414,"Castella, bread enriched with egg and milk #",60,NaN,15,9
2415,"Fibread (Weston’s Bakery, Toronto, Canada) #",61,NaN,15,9
2416,"Flax bread, made from flax meal & wheat flour #",67,NaN,15,10
2417,"Honey & Oats bread, Vogel's (Stevns & Co, Sydney, Australia) #",55,NaN,15,8
2418,"Melba toast, Old London (Best Foods Canada Inc., Etobicoke, Canada) #",71,NaN,15,11
2419,"Mixed Grain, Bürgen™ (Tip Top Bakeries, Chatswood, NSW, Australia) #",45,NaN,15,7
2420,"Mixed Grain, Bürgen® (Tip Top Bakeries, Chatswood, NSW, Australia) #",69,NaN,15,10
2421,"Mixed grain bread, Molenberg™ (Goodman Fielder, New Zealand) #",84,NaN,15,13
2422,"Multigrain bread, 50% kibbled wheat grains and 50% wheat flour bread #",43,NaN,15,6
2423,"Multigrain loaf, containing wheat flour and coconut flour #",66,NaN,15,10
2424,"Oat Bran & Honey Loaf with Barley, Bürgen™ (Tip Top Bakeries, Australia) #",31,NaN,15,5
2425,"Wholegrain, Ploughman's™ original recipe (Quality Bakers, Australia) #",48,NaN,15,7
2426,Semolina bread25 #,65,NaN,15,10
2427,Sourdough bread #,55,NaN,15,8
2428,"Stoneground wholewheat buttermilk/soda bread, McCambridge Stoneground Wholewheat (McCambridge Ltd, Ireland) #",69,NaN,15,10
2429,"Turkish bread, white  #",87,NaN,15,13
2430,"Turkish bread, wholemeal #",49,NaN,15,7
2431,"Wheat bread, Einkorn (Triticum monococcum) wheat, leavened with crushed whole grains #",72,NaN,15,11
2432,"Wheat bread, Einkorn (Triticum monococcum) wheat, leavened with honey and salt #",66,NaN,15,10
2433,"Wheat bread, Einkorn (Triticum monococcum) wheat, leavened with yeast #",67,NaN,15,10
2434,"White bread containing Eurylon® high-amylose maize starch (65-75% amylose15 (INRA, Nantes, France) #",43,NaN,15,6
2435,"White wheat flour bread, steamed #",88,NaN,15,13
2436,Middle Eastern flatbread #,97,NaN,15,15
2437,"Pita bread, white, homemade #",58,NaN,15,9
2438,"Pita bread, white (Value, UK) #",69,NaN,15,10
2439,"Flatbread, made from wheat flour #",71,NaN,15,11
2440,Wheat tortilla #,30,NaN,15,5
2441,"Wheat tortilla, made from wheat white flour #",38,NaN,15,6
2442,White wheat flour flatbread12 #,80,NaN,15,12
2443,"All-Bran™ (Kellogg's, Battle Creek, MI, USA) #",38,NaN,20,8
2444,"All-Bran™ (Kellogg's Inc., Canada) #",51,NaN,20,10
2445,"All-Bran™ (Kellogg's Inc., South Korea) #",51,NaN,20,10
2446,"All-Bran™, high-fiber, extruded wheat bran cereal (Kellogg's Inc., Etobicoke, Canada) #",51,NaN,20,10
2447,"All-Bran™ (Kellogg's, Battle Creek, MI, USA) #",55,NaN,20,11
2448,Barley flakes #,69,NaN,20,14
2449,"Barley flour porridge, made from milled high-amylose (covered) barley kernels (flour:water = 1:3), boiled for 2.5 min #",39,NaN,20,8
2450,"Barley flour porridge, made from milled dehulled barley kernels (flour:water = 1:3) boiled for 2.5 min #",46,NaN,20,9
2451,Barley porridge made from steamed thin (0.5 mm) dehulled barley flakes #,62,NaN,20,12
2452,Barley porridge made from steamed thick (1.0 mm) dehulled barley flakes  #,66,NaN,20,13
2453,Wholemeal high-fiber barley flour porridge (50% barley flour: 50% high-fiber barley flour) #,55,NaN,20,11
2454,"Wholemeal barley flour porridge (100% regular barley) (flour:water = 1:3), boiled 2.5 min #",69,NaN,20,14
2455,"Bran Buds™ (Kellogg's Inc., Canada) #",59,NaN,20,12
2456,"Bran Buds with psyllium (Kellogg's Inc., Canada) #",48,NaN,20,10
2457,"Cornflakes™ (Kellogg's Inc., South Korea) #",52,NaN,20,10
2458,"Cornflakes™ (Kellogg's, Auckland, New Zealand) #",72,NaN,20,14
2459,Cornflakes #,74,NaN,20,15
2460,Cornflakes #,79,NaN,20,16
2461,"Cornflakes™ (Kellogg's, Australia) #",77,NaN,20,15
2462,"Cornflakes™ (Kellogg's Inc., Canada) #",80,NaN,20,16
2463,"Cornflakes™ (Kellogg's Inc., Canada) #",87,NaN,20,17
2464,Cornflakes #,88,NaN,20,18
2465,"Cornflakes™ (Kellogg's, USA) #",92,NaN,20,18
2466,"Cornflakes (Kellogg's, France) #",93,NaN,20,19
2467,"Cornflakes (Kellogg's, MI, USA) #",132,NaN,20,26
2468,"Cornflakes, high-fiber (Presidents Choice, Sunfresh Ltd., Toronto, Canada #",75,NaN,20,15
2469,"Cream of Wheat™ (Nabisco Brands Ltd., Canada) #",67,NaN,20,13
2470,"Cream of Wheat™, Instant (Nabisco Brands Ltd., Canada) #",75,NaN,20,15
2471,"Grapenuts™(Post, Kraft General Foods Inc., Canada) #",68,NaN,20,14
2472,"Grapenuts™ Flakes (Post, Kraft General Foods Inc., Canada) #",81,NaN,20,16
2473,"Muesli, Lite (Sanitarium, New Zealand) #",54,NaN,20,11
2474,"Muesli, fruit and nut #",59,NaN,20,12
2475,"Muesli, No Name (Sunfresh Ltd., Toronto, Canada) #",60,NaN,20,12
2476,Muesli #,66,NaN,20,13
2477,"Oat bran, raw (Quaker Oats Co., Canada) #",51,NaN,20,10
2478,"Oat bran, raw #",60,NaN,20,12
2479,"Oat Bran cereal (Quaker Oats Co, Peterborough, ON, Canada) #",61,NaN,20,12
2480,"Oat bran crisp (Natureal® GI-crisp, Finn Cereal, Vantaa, Finland)  #",79,NaN,20,16
2481,"Oat bran flour (Natureal® GI-flour, Finn Cereal, Vantaa, Finland), consumed mixed with cold water #",40,NaN,20,8
2482,"Quick Oats (Quaker Oats Co., Canada)  #",66,NaN,20,13
2483,"One Minute Oats (Quaker Oats Co., Canada) #",67,NaN,20,13
2484,Instant porridge #,69,NaN,20,14
2485,"Instant oatmeal porridge, made from packet #",83,NaN,20,17
2486,Oat porridge made from roasted thick (1.0 mm) dehulled oat flakes #,51,NaN,20,10
2487,Oat porridge made from steamed thick (1.0 mm) dehulled oat flakes #,54,NaN,20,11
2488,Oat porridge made from raw thick (1.0 mm) dehulled oat flakes #,55,NaN,20,11
2489,Oat porridge made from roasted thin (0.5 mm) dehulled oat flakes #,70,NaN,20,14
2490,Oat porridge made from roasted and steamed thin (0.5 mm) dehulled oat flakes #,81,NaN,20,16
2491,"Porridge, made from rolled oats cooked for 20 min #",49,NaN,20,10
2492,Porridge #,55,NaN,20,11
2493,Porridge #,58,NaN,20,12
2494,"Porridge (Value, UK) #",63,NaN,20,13
2495,"Porridge, organic #",63,NaN,20,13
2496,"Porridge, oat #",62,NaN,20,12
2497,"Porridge, oatmeal #",64,NaN,20,13
2498,"Porridge, oat #",70,NaN,20,14
2499,"Porridge, oat #",76,NaN,20,15
2500,"Buckwheat porridge, made from buckwheat flakes (Myllyn Paras, Hyvinkää, Finland) and water, cooked in microwave for 5 min #",71,NaN,20,14
2501,"Oat kernels, boiled in 100 mL water for 18 min, 0.5 g salt in water #",60,NaN,20,12
2502,"Porridge, made from white wheat flour, cooked with 231.6 g water in microwave for 3 min, 0.5 g NaCl added #",55,NaN,20,11
2503,"Porridge, made from 75% endosperm rye flour and 25% white wheat flour, cooked with 182 g water in microwave for 3 min, 0.5 g NaCl added #",50,NaN,20,10
2504,"Porridge, made from 75% whole grain rye flour and 25% white wheat flour, cooked with 204.5 g water in microwave for 3 min, 0.6 g NaCl added #",51,NaN,20,10
2505,"Wholemeal oat flour porridge (flour:water = 1:3), boiled 2.5 min #",75,NaN,20,15
2506,"Puffed Wheat (Quaker Oats Co., Canada) #",68,NaN,20,14
2507,"Puffed Wheat (Sanitarium, Australia)  #",80,NaN,20,16
2508,"Rice Bubbles™ (Kellogg's, Australia) #",95,NaN,20,19
2509,"Rice Krispies™ (Kellogg's Inc., Canada) #",83,NaN,20,17
2510,Shredded Wheat #,67,NaN,20,13
2511,"Shredded Wheat™ (Nabisco Brands Ltd., Canada) #",84,NaN,20,17
2512,"Sultana Bran (Healthy Living, UK) #",90,NaN,20,18
2513,"Weetabix™ (Weetabix of Canada Ltd., Canada) #",75,NaN,20,15
2514,"Weetabix™, plain flaked wheat biscuits (Weetabix of Canada Ltd., Thornhill, Canada) #",75,NaN,20,15
2515,"Bran Chex™ (Nabisco Brands Ltd., Toronto, Canada) #",59,NaN,20,12
2516,"Cheerios™ (General Mills Inc., Etobicoke, Canada) #",75,NaN,20,15
2517,"Corn Bran™ (Quaker Oats Co. of Canada, Peterborough, Canada) #",76,NaN,20,15
2518,"Corn Chex™ (Nabisco Brands Ltd., Canada) #",84,NaN,20,17
2519,"Crispix™ (Kellogg's Inc., Canada) #",88,NaN,20,18
2520,"Fruitful Lite™ (Hubbards, Auckland, New Zealand) #",61,NaN,20,12
2521,"Golden Grahams™ (General Mills Inc., Canada) #",72,NaN,20,14
2522,"Kashi Seven Whole Grain Puffs (Kashi Company, USA) #",65,NaN,20,13
2523,"Life™ (Quaker Oats Co., Canada) #",67,NaN,20,13
2524,"Mini Wheats™ (Kellogg's, Australia) #",58,NaN,20,12
2525,"Pro Stars™ (General Mills Inc., Canada) #",72,NaN,20,14
2526,"Red River Cereal (Maple Leaf Mills, Toronto, Canada) #",50,NaN,20,10
2527,"Rice Bran, extruded (Rice Growers Co-Operative Ltd,  #",19,NaN,20,4
2528,"Rice Chex™ (Nabisco Brands Ltd., Canada) #",90,NaN,20,18
2529,"Special K™ (Kellogg's, Australia) #",54,NaN,20,11
2530,"Team™ (Nabisco Brands Ltd., Canada) #",83,NaN,20,17
2531,"Thank Goodness™ (Hubbards, New Zealand) #",65,NaN,20,13
2532,"Total™ (General Mills Inc., Canada) #",77,NaN,20,15
2533,"Wheat-bites™ (Uncle Toby's, Australia) #",72,NaN,20,14
2534,Wheat flakes #,67,NaN,20,13
2535,"Wheat flakes, enriched with extruded oat-bran concentrate (8.1% ß-glucan)  #",37,NaN,20,7
2536,"Wheat flakes, prepared with sourdough pre-fermentation step, suppressed steam cooking and reduced sucrose content #",59,NaN,20,12
2537,"FibrePlus™ breakfast cereal bar (Uncle Toby's, Australia) #",78,NaN,20,16
2538,"Granola bar, containing wheat flour and coconut flour #",51,NaN,20,10
2539,"Juicy cereal bar (stavnata tycinka FIT, Usovsko, Czech Republic) #",85,NaN,20,17
2540,"Muesli bar, crunchy, containing dried apricot (Uncle Toby's, Australia) #",61,NaN,20,12
2541,"Oat bar, made from oat flour and bran starch #",60,NaN,20,12
2542,"Wheat flake bar, containing fructose and extruded oat bran concentrate (6.5% ß-glucan) #",31,NaN,20,6
2543,"Adlay (Coix lacryma-jobi Linn.), pre-soaked at 4oC for 12 h, steamed for 30 min #",91,NaN,45,41
2544,"Adlay (Coix lacryma-jobi Linn.), pre-soaked at 4oC for 12 h, steamed for 60 min #",100,NaN,45,45
2545,"Barley, pearled #",23,NaN,45,10
2546,Barley #,22,NaN,45,10
2547,Barley #,28,NaN,45,13
2548,"Barley, pearled #",29,NaN,45,13
2549,"Barley, pearled #",33,NaN,45,15
2550,"Barley, pearled #",33,NaN,45,15
2551,"Barley, pearled, boiled 60 min #",35,NaN,45,16
2552,"Barley, pearled #",44,NaN,45,20
2553,"Barley, pearled #",47,NaN,45,21
2554,"Barley, pearled #",58,NaN,45,26
2555,"Barley, cracked (Malthouth, Tunisia) #",51,NaN,45,23
2556,"Barley grains, steamed #",35,NaN,45,16
2557,"Barley grains, puffed for 10 min #",63,NaN,45,28
2558,"Barley, pot, boiled 20 min (Goudas Food Products, Canada) #",38,NaN,45,17
2559,"Barley kernels, high-amylose (hull-less) boiled in water for 25 min (kernel:water = 1:2.5) #",21,NaN,45,9
2560,"Barley kernels, waxy (hull-less), boiled in water for 25 min (kernel:water = 1:2.5) #",22,NaN,45,10
2561,"Barley kernels, boiled in water for 25 min (kernel:water = 1:2) #",25,NaN,45,11
2562,"Barley kernels, high-amylose (covered), boiled in water for 25 min (kernel:water = 1:2) #",26,NaN,45,12
2563,"Barley kernels, boiled in 110 mL water for 23 min, 0.5 g salt in water #",35,NaN,45,16
2564,"Porridge, made from wholegrain barley flour, cooked in microwave for 5 min, stirred twice during cooking #",80,NaN,45,36
2565,"Barley flour, prepared with water and baked #",70,NaN,45,32
2566,"Barley, rolled #",66,NaN,45,30
2567,"Barley, rolled, boiled #",49,NaN,45,22
2568,"Buckwheat groats, hydrothermally treated, dehusked, boiled 12 min #",46,NaN,45,21
2569,Buckwheat #,50,NaN,45,23
2570,"Buckwheat, boiled in water with 2 g salt #",51,NaN,45,23
2571,Buckwheat #,64,NaN,45,29
2572,"Porridge, made from buckwheat flakes (Myllyn Paras, Hyvinkää, Finland) and water, cooked in microwave for 5 min17 #",71,NaN,45,32
2573,Buckwheat powder #,54,NaN,45,24
2574,"Maize, ground, simmered with water for 20 min to make a gruel #",92,NaN,45,41
2575,"Maize meal porridge/gruel, prepared with water #",111,NaN,45,50
2576,"Maize meal porridge, unrefined, maize-meal:water = 1:3, cooked for 20-30 min, tested in young adults (17-18 y) #",71,NaN,45,32
2577,"Maize meal porridge, refined, maize-meal:water = 1:3, cooked for 20-30 min, tested in young adults (17-18 y) #",74,NaN,45,33
2578,"Maize, steamed for 40 min #",73,NaN,45,33
2579,"Cornmeal, boiled in salted water 2 min (McNair Products Co. Ltd., Toronto, Canada) #",69,NaN,45,31
2580,"Cornmeal, boiled in salted water 2 min (McNair Products Co. Ltd., Toronto, Canada) + 27.8 g margarine  #",70,NaN,45,32
2581,"Taco shells, cornmeal-based, baked (Old El Paso Foods Co., Toronto, Canada) #",69,NaN,45,31
2582,"Waxy maize (Amioca) starch, 0.5% amylose (Ingredion, Bridgewater, NJ, USA), raw, suspended in 298 mL water #",50,NaN,45,23
2583,"Crystalline short-chain ?-glucan (CSCA) starch, made from waxy maize starch (Ingredion, Bridgewater, NJ, USA), suspended in 298 mL water #",21,NaN,45,9
2584,"Modified cornstarch thickener (hydroxypropyldiamylosephosphate, E1443) (Thick & Easy, Hormel Health Labs, Inc., USA), consumed in 150 g water, pudding consistency #",55,NaN,45,25
2585,"Modified cornstarch thickener (hydroxypropyldiamylosephosphate, E1443) (Thick & Easy, Hormel Health Labs, Inc., USA), consumed in 300 g water, stew consistency #",62,NaN,45,28
2586,"Corn starch hydrolysate solution, 10% solution (M40, Grain Processing Corporation, IA, USA), tested by subjects with high AMY1 copy number  #",94,NaN,45,42
2587,"Corn starch hydrolysate solution, 10% solution (M40, Grain Processing Corporation, IA, USA), tested by subjects with high AMY1 copy number #",111,NaN,45,50
2588,"Waxy maize starch (Tate & Lyle, Decatur, IL, USA), uncooked, suspended in 55.1 g water #",63,NaN,45,28
2589,"Sweet corn, whole kernel, canned, diet-pack, drained  (Featherweight, USA) #",47,NaN,45,21
2590,"Sweet corn, frozen, reheated in microwave (Green Giant Pillsbury Ltd., Toronto, Canada) #",48,NaN,45,22
2591,"Sweet corn, canned, drained #",60,NaN,45,27
2592,"Sweet corn, canned, drained #",60,NaN,45,27
2593,"Sweet corn, 'Honey & Pearl' variety #",37,NaN,45,17
2594,"Sweet corn, on the cob, boiled 20 min #",48,NaN,45,22
2595,"Sweet corn, cooked #",52,NaN,45,23
2596,"Sweet corn, boiled in water with 2 g salt #",59,NaN,45,27
2597,"Sweet corn, boiled in water for 30 min with 2 g salt, tested in young adults (17-18 y) #",62,NaN,45,28
2598,"Corn, fresh, roasted #",77,NaN,45,35
2599,"Corn, fresh, boiled #",82,NaN,45,37
2600,"Couscous, boiled 5 min (Near East Food Products Co., Leominster, MA, USA) #",62,NaN,45,28
2601,"Couscous, boiled 5 min #",70,NaN,45,32
2602,Millet porridge #,62,NaN,45,28
2603,"Millet/Ragi (Eleucine coracana), dehusked, soaked 12 h, stored moist 24 h, steamed 1 h #",68,NaN,45,31
2604,"Millet, NS, boiled in water with 2 g salt #",71,NaN,45,32
2605,"Foxtail millet (Setaria italica), pre-soaked at 4°C for 12 h, steamed for 60 min #",89,NaN,45,40
2606,"Foxtail millet (Setaria italica), pre-soaked at 4°C for 12 h, steamed for 30 min #",93,NaN,45,42
2607,"Millet flour porridge, prepared with water #",109,NaN,45,49
